Time,Event
05:33.612,Lemme At'em Riot Blade Erichthonios 6198 (+43%)
05:34.190,"Lemme At'em Goring Blade Erichthonios Tick  1903 (T: 1438, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1491.41, M: 1.25, S: 1722)+25% damage"
05:34.636,Lemme At'em prepares  attack  on Erichthonios 1778 (Direct Hit)+25% damage
05:35.171,Lemme At'em attack Erichthonios 1778 (Direct Hit)
05:35.350,Lemme At'em prepares  Goring Blade  on Erichthonios *8795* (+60%)+25% damage
05:35.884,Lemme At'em Goring Blade Erichthonios *8795* (+60%)
05:36.909,Lemme At'em prepares  attack  on Erichthonios 1550 (Direct Hit)
05:37.220,"Lemme At'em Goring Blade Erichthonios Tick  1720 (T: 1438, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1491.41, M: 1.25, S: 1722)+25% damage"
05:37.442,Lemme At'em attack Erichthonios 1550 (Direct Hit)
05:37.754,Lemme At'em prepares  Holy Spirit  on Erichthonios 11337 (Direct Hit)
05:38.512,Lemme At'em Holy Spirit Erichthonios 11337 (Direct Hit)
05:39.179,Lemme At'em prepares  attack  on Erichthonios 1467 (Direct Hit)
05:39.712,Lemme At'em attack Erichthonios 1467 (Direct Hit)
05:40.201,"Lemme At'em Goring Blade Erichthonios Tick  1484 (T: 1438, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1491.41, M: 1.25, S: 1722)+25% damage"
05:40.246,Lemme At'em prepares  Holy Spirit  on Erichthonios 9229
05:41.001,Lemme At'em Holy Spirit Erichthonios 9229
05:41.446,Lemme At'em prepares  attack  on Erichthonios *1948*
05:41.669,Lemme At'em prepares  Circle of Scorn  on Erichthonios *2710*
05:41.979,Lemme At'em attack Erichthonios *1948*
05:42.693,Lemme At'em Circle of Scorn Erichthonios *2710*
05:42.737,Lemme At'em prepares  Holy Spirit  on Erichthonios *17570* (Direct Hit)
05:43.183,"Lemme At'em Goring Blade Erichthonios Tick  1671 (T: 1438, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1491.41, M: 1.25, S: 1722)+25% damage"
05:43.183,"Lemme At'em Circle of Scorn Erichthonios Tick  614 (T: 529, C: 24.2%, D: 19.2%, P/R: 18.36, G: 550.67, M: 1, S: 633)"
05:43.495,Lemme At'em Holy Spirit Erichthonios *17570* (Direct Hit)
05:43.718,Lemme At'em prepares  attack  on Erichthonios 1188
05:44.074,Lemme At'em prepares  Expiacion  on Erichthonios 6046
05:44.251,Lemme At'em attack Erichthonios 1188
05:44.430,Lemme At'em Expiacion Erichthonios 6046
05:45.275,Lemme At'em prepares  Holy Spirit  on Erichthonios *14899*
05:45.988,Lemme At'em prepares  attack  on Erichthonios 1207
05:46.032,Lemme At'em Holy Spirit Erichthonios *14899*
05:46.211,"Lemme At'em Goring Blade Erichthonios Tick  1804 (T: 1438, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1491.41, M: 1.25, S: 1722)+25% damage"
05:46.211,"Lemme At'em Circle of Scorn Erichthonios Tick  664 (T: 529, C: 24.2%, D: 19.2%, P/R: 18.36, G: 550.67, M: 1, S: 633)"
05:46.523,Lemme At'em attack Erichthonios 1207
05:47.770,Lemme At'em prepares  Confiteor  on Erichthonios *24633*
05:48.261,Lemme At'em prepares  attack  on Erichthonios 1509 (Direct Hit)
05:48.395,Lemme At'em Confiteor Erichthonios *24633*
05:48.794,Lemme At'em attack Erichthonios 1509 (Direct Hit)
05:49.196,"Lemme At'em Goring Blade Erichthonios Tick  1486 (T: 1438, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1491.41, M: 1.25, S: 1722)+25% damage"
05:49.196,"Lemme At'em Circle of Scorn Erichthonios Tick  547 (T: 529, C: 24.2%, D: 19.2%, P/R: 18.36, G: 550.67, M: 1, S: 633)"
05:50.264,Lemme At'em prepares  Blade of Faith  on Erichthonios 7320
05:50.530,Lemme At'em prepares  attack  on Erichthonios *2469* (Direct Hit)
05:50.931,Lemme At'em Blade of Faith Erichthonios 7320
05:51.065,Lemme At'em attack Erichthonios *2469* (Direct Hit)
05:52.176,"Lemme At'em Goring Blade Erichthonios Tick  1550 (T: 1438, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1491.41, M: 1.25, S: 1722)+25% damage"
05:52.176,"Lemme At'em Circle of Scorn Erichthonios Tick  570 (T: 529, C: 24.2%, D: 19.2%, P/R: 18.36, G: 550.67, M: 1, S: 633)"
05:52.755,Lemme At'em prepares  Blade of Truth  on Erichthonios 9011
05:52.800,Lemme At'em prepares  attack  on Erichthonios 1149
05:53.334,Lemme At'em attack Erichthonios 1149
05:53.687,Lemme At'em Blade of Truth Erichthonios 9011
05:55.067,Lemme At'em prepares  attack  on Erichthonios 1234
05:55.200,"Lemme At'em Goring Blade Erichthonios Tick  1424 (T: 1438, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1491.41, M: 1.25, S: 1722)+25% damage"
05:55.200,"Lemme At'em Circle of Scorn Erichthonios Tick  524 (T: 529, C: 24.2%, D: 19.2%, P/R: 18.36, G: 550.67, M: 1, S: 633)"
05:55.245,Lemme At'em prepares  Blade of Valor  on Erichthonios *16578*
05:55.598,Lemme At'em attack Erichthonios 1234
05:56.174,Lemme At'em Blade of Valor Erichthonios *16578*
05:57.331,Lemme At'em prepares  attack  on Erichthonios *1804*
05:57.775,Lemme At'em prepares  Fast Blade  on Erichthonios 3596
05:57.864,Lemme At'em attack Erichthonios *1804*
05:58.177,"Lemme At'em Blade of Valor Erichthonios Tick  1453 (T: 1417, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1468.46, M: 1, S: 1697)"
05:58.400,Lemme At'em Fast Blade Erichthonios 3596
05:59.601,Lemme At'em prepares  attack  on Erichthonios 1128
06:00.135,Lemme At'em attack Erichthonios 1128
06:00.223,Lemme At'em prepares  Riot Blade  on Erichthonios 4995 (+43%)
06:00.979,Lemme At'em Riot Blade Erichthonios 4995 (+43%)
06:01.203,"Lemme At'em Blade of Valor Erichthonios Tick  1413 (T: 1417, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1468.46, M: 1, S: 1697)"
06:01.871,Lemme At'em prepares  attack  on Erichthonios 1169
06:02.405,Lemme At'em attack Erichthonios 1169
06:02.629,Lemme At'em prepares  Royal Authority  on Erichthonios 7299 (+69%)
06:03.207,Lemme At'em Royal Authority Erichthonios 7299 (+69%)
06:04.140,Lemme At'em prepares  attack  on Erichthonios 1206
06:04.185,"Lemme At'em Blade of Valor Erichthonios Tick  1677 (T: 1417, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1468.46, M: 1, S: 1697)"
06:04.674,Lemme At'em attack Erichthonios 1206
06:05.030,Lemme At'em prepares  Atonement  on Erichthonios *11538*
06:06.319,Lemme At'em Atonement Erichthonios *11538*
06:06.409,Lemme At'em prepares  attack  on Erichthonios 1223
06:06.943,Lemme At'em attack Erichthonios 1223
06:07.210,"Lemme At'em Blade of Valor Erichthonios Tick  1815 (T: 1417, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1468.46, M: 1, S: 1697)"
06:07.478,Lemme At'em prepares  Atonement  on Erichthonios 7175
06:08.678,Lemme At'em prepares  attack  on Erichthonios 1160
06:08.767,Lemme At'em Atonement Erichthonios 7175
06:09.212,Lemme At'em attack Erichthonios 1160
06:09.924,Lemme At'em prepares  Fast Blade  on Erichthonios 3531
06:10.191,"Lemme At'em Blade of Valor Erichthonios Tick  1934 (T: 1417, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1468.46, M: 1, S: 1697)"
06:10.546,Lemme At'em Fast Blade Erichthonios 3531
06:10.948,Lemme At'em prepares  attack  on Erichthonios 1234
06:11.483,Lemme At'em attack Erichthonios 1234
06:12.640,Lemme At'em prepares  Riot Blade  on Erichthonios 7215 (+43%)+39% damage
06:13.219,"Lemme At'em Blade of Valor Erichthonios Tick  1426 (T: 1417, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1468.46, M: 1, S: 1697)"
06:13.219,Lemme At'em prepares  attack  on Erichthonios 1707+39% damage
06:13.397,Lemme At'em Riot Blade Erichthonios 7215 (+43%)
06:13.753,Lemme At'em attack Erichthonios 1707
06:15.087,Lemme At'em prepares  Goring Blade  on Erichthonios 6158 (+60%)+46% damage
06:15.487,Lemme At'em prepares  attack  on Erichthonios *3690* (Direct Hit)+46% damage
06:15.621,Lemme At'em Goring Blade Erichthonios 6158 (+60%)
06:16.023,Lemme At'em attack Erichthonios *3690* (Direct Hit)
06:16.201,"Lemme At'em Goring Blade Erichthonios Tick  1916 (T: 1722, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1741.96, M: 1.46, S: 2063)+46% damage"
06:17.492,Lemme At'em prepares  Fast Blade  on Erichthonios 5120+46% damage
06:17.759,Lemme At'em prepares  attack  on Erichthonios 1698+46% damage
06:18.070,Lemme At'em prepares  Circle of Scorn  on Erichthonios *4205*+46% damage
06:18.115,Lemme At'em Fast Blade Erichthonios 5120
06:18.292,Lemme At'em attack Erichthonios 1698
06:18.783,Lemme At'em prepares  Intervene  on Erichthonios *7426* (Direct Hit)+46% damage
06:19.093,Lemme At'em Circle of Scorn Erichthonios *4205*
06:19.182,"Lemme At'em Goring Blade Erichthonios Tick  2093 (T: 1722, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1741.96, M: 1.46, S: 2063)+46% damage"
06:19.182,"Lemme At'em Circle of Scorn Erichthonios Tick  964 (T: 793, C: 24.2%, D: 19.2%, P/R: 18.36, G: 803.98, M: 1.46, S: 950)+46% damage"
06:19.360,Lemme At'em Intervene Erichthonios *7426* (Direct Hit)
06:19.893,Lemme At'em prepares  Riot Blade  on Erichthonios 9625 (Direct Hit) (+43%)+46% damage
06:20.027,Lemme At'em prepares  attack  on Erichthonios 1708+46% damage
06:20.470,Lemme At'em prepares  Requiescat  on Erichthonios *16437* (Direct Hit)+17% damage
06:20.559,Lemme At'em attack Erichthonios 1708
06:20.648,Lemme At'em Riot Blade Erichthonios 9625 (Direct Hit) (+43%)
06:21.138,Lemme At'em Requiescat Erichthonios *16437* (Direct Hit)
06:21.138,Lemme At'em prepares  Intervene  on Erichthonios *8028* (Direct Hit)+46% damage
06:21.715,Lemme At'em Intervene Erichthonios *8028* (Direct Hit)
06:22.205,"Lemme At'em Goring Blade Erichthonios Tick  2127 (T: 1722, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1741.96, M: 1.46, S: 2063)+46% damage"
06:22.205,"Lemme At'em Circle of Scorn Erichthonios Tick  979 (T: 793, C: 24.2%, D: 19.2%, P/R: 18.36, G: 803.98, M: 1.46, S: 950)+46% damage"
06:22.294,Lemme At'em prepares  attack  on Erichthonios 1752+46% damage
06:22.339,Lemme At'em prepares  Royal Authority  on Erichthonios 10443 (+69%)+46% damage
06:22.828,Lemme At'em attack Erichthonios 1752
06:22.918,Lemme At'em Royal Authority Erichthonios 10443 (+69%)
06:23.185,Lemme At'em prepares  Expiacion  on Erichthonios 8866+46% damage
06:23.593,Lemme At'em Expiacion Erichthonios 8866
06:24.563,Lemme At'em prepares  attack  on Erichthonios 1835+46% damage
06:24.786,Lemme At'em prepares  Atonement  on Erichthonios 13118 (Direct Hit)+46% damage
06:25.099,Lemme At'em attack Erichthonios 1835
06:25.189,"Lemme At'em Goring Blade Erichthonios Tick  1858 (T: 1722, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1741.96, M: 1.46, S: 2063)+46% damage"
06:25.189,"Lemme At'em Circle of Scorn Erichthonios Tick  856 (T: 793, C: 24.2%, D: 19.2%, P/R: 18.36, G: 803.98, M: 1.46, S: 950)+46% damage"
06:26.078,Lemme At'em Atonement Erichthonios 13118 (Direct Hit)
06:26.832,Lemme At'em prepares  attack  on Erichthonios 2103 (Direct Hit)+38% damage
06:27.188,Lemme At'em prepares  Atonement  on Erichthonios 13121 (Direct Hit)+38% damage
06:27.366,Lemme At'em attack Erichthonios 2103 (Direct Hit)
06:28.214,"Lemme At'em Goring Blade Erichthonios Tick  2319 (T: 1722, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1741.96, M: 1.46, S: 2063)+46% damage"
06:28.214,"Lemme At'em Circle of Scorn Erichthonios Tick  1068 (T: 793, C: 24.2%, D: 19.2%, P/R: 18.36, G: 803.98, M: 1.46, S: 950)+46% damage"
06:28.481,Lemme At'em Atonement Erichthonios 13121 (Direct Hit)
06:29.105,Lemme At'em prepares  attack  on Erichthonios *2655*+31% damage
06:29.599,Lemme At'em prepares  Atonement  on Erichthonios *14803*+31% damage
06:29.643,Lemme At'em attack Erichthonios *2655*
06:30.890,Lemme At'em Atonement Erichthonios *14803*
06:31.202,"Lemme At'em Goring Blade Erichthonios Tick  2175 (T: 1722, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1741.96, M: 1.46, S: 2063)+46% damage"
06:31.202,"Lemme At'em Circle of Scorn Erichthonios Tick  1001 (T: 793, C: 24.2%, D: 19.2%, P/R: 18.36, G: 803.98, M: 1.46, S: 950)+46% damage"
06:31.379,Lemme At'em prepares  attack  on Erichthonios 1517+31% damage
06:31.913,Lemme At'em attack Erichthonios 1517
06:32.002,Lemme At'em prepares  Fast Blade  on Erichthonios *8763* (Direct Hit)+31% damage
06:32.624,Lemme At'em Fast Blade Erichthonios *8763* (Direct Hit)
06:33.649,Lemme At'em prepares  attack  on Erichthonios 1917 (Direct Hit)+31% damage
06:34.186,Lemme At'em attack Erichthonios 1917 (Direct Hit)
06:34.186,"Lemme At'em Goring Blade Erichthonios Tick  1924 (T: 1722, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1741.96, M: 1.46, S: 2063)+46% damage"
06:34.409,Lemme At'em prepares  Riot Blade  on Erichthonios 9077 (Direct Hit) (+43%)+31% damage
06:35.168,Lemme At'em Riot Blade Erichthonios 9077 (Direct Hit) (+43%)
06:35.929,Lemme At'em prepares  attack  on Erichthonios 1606+31% damage
06:36.462,Lemme At'em attack Erichthonios 1606
06:36.865,Lemme At'em prepares  Goring Blade  on Erichthonios 5836 (+60%)+31% damage
06:37.398,Lemme At'em Goring Blade Erichthonios 5836 (+60%)
06:38.203,Lemme At'em prepares  attack  on Erichthonios 1245+5% damage
06:38.739,Lemme At'em attack Erichthonios 1245
06:39.273,Lemme At'em prepares  Holy Spirit  on Erichthonios 10309+5% damage
06:40.032,Lemme At'em Holy Spirit Erichthonios 10309
06:40.210,"Lemme At'em Goring Blade Erichthonios Tick  1682 (T: 1548, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1563.00, M: 1.31, S: 1854)+31% damage"
06:40.480,Lemme At'em prepares  attack  on Erichthonios *2502* (Direct Hit)+5% damage
06:41.014,Lemme At'em attack Erichthonios *2502* (Direct Hit)
06:41.775,Lemme At'em prepares  Holy Spirit  on Erichthonios 9872+5% damage
06:42.535,Lemme At'em Holy Spirit Erichthonios 9872
06:42.758,Lemme At'em prepares  attack  on Erichthonios 1252+5% damage
06:43.204,"Lemme At'em Goring Blade Erichthonios Tick  1910 (T: 1548, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1563.00, M: 1.31, S: 1854)+31% damage"
06:43.293,Lemme At'em attack Erichthonios 1252
06:44.275,Lemme At'em prepares  Holy Spirit  on Erichthonios *15720*+5% damage
06:45.031,Lemme At'em Holy Spirit Erichthonios *15720*
06:45.031,Lemme At'em prepares  attack  on Erichthonios 1185
06:45.565,Lemme At'em attack Erichthonios 1185
06:46.191,"Lemme At'em Goring Blade Erichthonios Tick  1840 (T: 1548, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1563.00, M: 1.31, S: 1854)+31% damage"
06:46.771,Lemme At'em prepares  Holy Spirit  on Erichthonios *18663* (Direct Hit)
06:47.305,Lemme At'em prepares  attack  on Erichthonios 1229
06:47.528,Lemme At'em Holy Spirit Erichthonios *18663* (Direct Hit)
06:47.840,Lemme At'em attack Erichthonios 1229
06:48.063,Lemme At'em prepares  Circle of Scorn  on Erichthonios 2171 (Direct Hit)
06:49.091,Lemme At'em Circle of Scorn Erichthonios 2171 (Direct Hit)
06:49.180,"Lemme At'em Goring Blade Erichthonios Tick  1871 (T: 1548, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1563.00, M: 1.31, S: 1854)+31% damage"
06:49.180,"Lemme At'em Circle of Scorn Erichthonios Tick  639 (T: 529, C: 24.2%, D: 19.2%, P/R: 18.36, G: 550.67, M: 1, S: 633)"
06:49.315,Lemme At'em prepares  Confiteor  on Erichthonios *25401*
06:49.581,Lemme At'em prepares  attack  on Erichthonios 1126
06:49.939,Lemme At'em Confiteor Erichthonios *25401*
06:50.117,Lemme At'em attack Erichthonios 1126
06:51.811,Lemme At'em prepares  Blade of Faith  on Erichthonios *11019*
06:51.856,Lemme At'em prepares  attack  on Erichthonios 1238
06:52.214,"Lemme At'em Goring Blade Erichthonios Tick  1794 (T: 1548, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1563.00, M: 1.31, S: 1854)+31% damage"
06:52.214,"Lemme At'em Circle of Scorn Erichthonios Tick  613 (T: 529, C: 24.2%, D: 19.2%, P/R: 18.36, G: 550.67, M: 1, S: 633)"
06:52.391,Lemme At'em attack Erichthonios 1238
06:52.436,Lemme At'em Blade of Faith Erichthonios *11019*
06:53.194,Lemme At'em prepares  Expiacion  on Erichthonios *9465*
06:53.551,Lemme At'em Expiacion Erichthonios *9465*
06:54.130,Lemme At'em prepares  attack  on Erichthonios 1176
06:54.308,Lemme At'em prepares  Blade of Truth  on Erichthonios *14097*
06:54.667,Lemme At'em attack Erichthonios 1176
06:55.204,Lemme At'em Blade of Truth Erichthonios *14097*
06:55.204,"Lemme At'em Goring Blade Erichthonios Tick  2291 (T: 1548, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1563.00, M: 1.31, S: 1854)+31% damage"
06:55.204,"Lemme At'em Circle of Scorn Erichthonios Tick  783 (T: 529, C: 24.2%, D: 19.2%, P/R: 18.36, G: 550.67, M: 1, S: 633)"
06:56.405,Lemme At'em prepares  attack  on Erichthonios *1847*
06:56.808,Lemme At'em prepares  Blade of Valor  on Erichthonios 10402
06:56.942,Lemme At'em attack Erichthonios *1847*
06:57.700,Lemme At'em Blade of Valor Erichthonios 10402
06:58.192,"Lemme At'em Circle of Scorn Erichthonios Tick  533 (T: 529, C: 24.2%, D: 19.2%, P/R: 18.36, G: 550.67, M: 1, S: 633)"
06:58.192,"Lemme At'em Blade of Valor Erichthonios Tick  1428 (T: 1417, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1468.46, M: 1, S: 1697)"
06:58.681,Lemme At'em prepares  attack  on Erichthonios 1195
06:59.216,Lemme At'em attack Erichthonios 1195
06:59.307,Lemme At'em prepares  Fast Blade  on Erichthonios 3428
06:59.929,Lemme At'em Fast Blade Erichthonios 3428
07:00.952,Lemme At'em prepares  attack  on Erichthonios *1797*
07:01.176,"Lemme At'em Circle of Scorn Erichthonios Tick  642 (T: 529, C: 24.2%, D: 19.2%, P/R: 18.36, G: 550.67, M: 1, S: 633)"
07:01.176,"Lemme At'em Blade of Valor Erichthonios Tick  1719 (T: 1417, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1468.46, M: 1, S: 1697)"
07:01.488,Lemme At'em attack Erichthonios *1797*
07:01.712,Lemme At'em prepares  Riot Blade  on Erichthonios 6456 (Direct Hit) (+43%)
07:02.467,Lemme At'em Riot Blade Erichthonios 6456 (Direct Hit) (+43%)
07:03.225,Lemme At'em prepares  attack  on Erichthonios 1203
07:03.761,Lemme At'em attack Erichthonios 1203
07:04.161,Lemme At'em prepares  Royal Authority  on Erichthonios 7222 (+69%)
07:04.204,"Lemme At'em Blade of Valor Erichthonios Tick  1756 (T: 1417, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1468.46, M: 1, S: 1697)"
07:04.739,Lemme At'em Royal Authority Erichthonios 7222 (+69%)
07:05.497,Lemme At'em prepares  attack  on Erichthonios 1225
07:06.031,Lemme At'em attack Erichthonios 1225
07:06.611,Lemme At'em prepares  Atonement  on Erichthonios 7227
07:07.190,"Lemme At'em Blade of Valor Erichthonios Tick  1800 (T: 1417, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1468.46, M: 1, S: 1697)"
07:07.770,Lemme At'em prepares  attack  on Erichthonios 1140
07:07.903,Lemme At'em Atonement Erichthonios 7227
07:08.303,Lemme At'em attack Erichthonios 1140
07:09.014,Lemme At'em prepares  Atonement  on Erichthonios *11770*
07:10.213,"Lemme At'em Blade of Valor Erichthonios Tick  2147 (T: 1417, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1468.46, M: 1, S: 1697)"
07:10.302,Lemme At'em Atonement Erichthonios *11770*
07:11.060,Lemme At'em prepares  attack  on Erichthonios 1196
07:11.416,Lemme At'em prepares  Atonement  on Erichthonios 7106
07:11.593,Lemme At'em attack Erichthonios 1196
07:12.708,Lemme At'em Atonement Erichthonios 7106
07:13.199,"Lemme At'em Blade of Valor Erichthonios Tick  1403 (T: 1417, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1468.46, M: 1, S: 1697)"
07:13.332,Lemme At'em prepares  attack  on Erichthonios 1458+25% damage
07:13.822,Lemme At'em prepares  Fast Blade  on Erichthonios 4151+25% damage
07:13.866,Lemme At'em attack Erichthonios 1458
07:14.444,Lemme At'em Fast Blade Erichthonios 4151
07:14.488,Lemme At'em prepares  Intervene  on Erichthonios *5021*+25% damage
07:15.067,Lemme At'em Intervene Erichthonios *5021*
07:15.602,Lemme At'em prepares  attack  on Erichthonios 1497+25% damage
07:16.135,Lemme At'em attack Erichthonios 1497
07:16.180,"Lemme At'em Blade of Valor Erichthonios Tick  1615 (T: 1417, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1468.46, M: 1, S: 1697)"
07:16.268,Lemme At'em prepares  Riot Blade  on Erichthonios 6431 (+43%)+25% damage
07:17.024,Lemme At'em Riot Blade Erichthonios 6431 (+43%)
07:17.869,Lemme At'em prepares  attack  on Erichthonios *2458*+25% damage
07:18.091,Lemme At'em prepares  Circle of Scorn  on Erichthonios *3341*+25% damage
07:18.402,Lemme At'em attack Erichthonios *2458*
07:19.025,Lemme At'em prepares  Royal Authority  on Erichthonios *14671* (+69%)+25% damage
07:19.114,Lemme At'em Circle of Scorn Erichthonios *3341*
07:19.203,"Lemme At'em Circle of Scorn Erichthonios Tick  814 (T: 661, C: 24.2%, D: 19.2%, P/R: 18.36, G: 688.34, M: 1.25, S: 791)+25% damage"
07:19.601,Lemme At'em Royal Authority Erichthonios *14671* (+69%)
07:20.136,Lemme At'em prepares  attack  on Erichthonios 1485+25% damage
07:20.493,Lemme At'em prepares  Requiescat  on Erichthonios *10434*
07:20.671,Lemme At'em attack Erichthonios 1485
07:21.117,Lemme At'em Requiescat Erichthonios *10434*
07:21.429,Lemme At'em prepares  Atonement  on Erichthonios 8985+25% damage
07:22.051,Lemme At'em prepares  Intervene  on Erichthonios 3216+25% damage
07:22.185,"Lemme At'em Circle of Scorn Erichthonios Tick  937 (T: 661, C: 24.2%, D: 19.2%, P/R: 18.36, G: 688.34, M: 1.25, S: 791)+25% damage"
07:22.409,Lemme At'em prepares  attack  on Erichthonios 1897 (Direct Hit)+25% damage
07:22.631,Lemme At'em Intervene Erichthonios 3216
07:22.720,Lemme At'em Atonement Erichthonios 8985
07:22.941,Lemme At'em attack Erichthonios 1897 (Direct Hit)
07:23.831,Lemme At'em prepares  Holy Spirit  on Erichthonios *18852* (Direct Hit)
07:24.453,Lemme At'em prepares  Expiacion  on Erichthonios 7323+25% damage
07:24.585,Lemme At'em Holy Spirit Erichthonios *18852* (Direct Hit)
07:24.674,Lemme At'em prepares  attack  on Erichthonios 1435+25% damage
07:24.852,Lemme At'em Expiacion Erichthonios 7323
07:25.208,Lemme At'em attack Erichthonios 1435
07:25.208,"Lemme At'em Circle of Scorn Erichthonios Tick  879 (T: 661, C: 24.2%, D: 19.2%, P/R: 18.36, G: 688.34, M: 1.25, S: 791)+25% damage"
07:26.365,Lemme At'em prepares  Confiteor  on Erichthonios 16117
07:26.943,Lemme At'em prepares  attack  on Erichthonios 1493+25% damage
07:26.987,Lemme At'em Confiteor Erichthonios 14964 (O: 1153)
